customer_message,amazon_reply
"@119356 @AmazonHelp     horrible service, lousy customer care, non existent courier phone numbers. So much for becoming a Prime customer!",@119620 Sorry to know about the delivery issue. Did we happen to miss estimate as mentioned here: https://t.co/ykWpCt0ely ?^KA
@AmazonHelp What’s the point in me paying for prime shipping when things are just going to show up days after their estimates? No confidence.,@119621 Unforeseen circumstances can cause delays and we appreciate your patience while we are working to get your packages delivered. ^TN
"@AmazonHelp お返事ありがとうございます。
確認してみたところ、金額が不足していたみたいでした。無事に注文ができました！
丁寧な説明ありがとうございます。助かりました。",@119622 リプライありがとうございます。問題が解決したとのことで安心いたしました。これからもhttps://t.co/st4oU5QbhPをどうぞよろしくお願いいたします。TN
@AmazonHelp こんにちは。先日Amazonギフト券チャージのやり方を教えていただいた者です。チャージが終了しアカウントに登録されたのですが、買い物でお支払い方法のコード入力とはどこに書かれてあるのですか？「次に進む」が表示されず買い物できません。どうすれば良いですか？,@119622 こんにちは、お問い合わせありがとうございます。ギフト券をチャージ済みの場合、コード入力は不要です。次に進めないとのことであれば、金額が不足している可能性がございます。出品者発送ですと別途送料が発生したり、お急ぎ便の代金が加算されているということはございませんか。ET
@AmazonHelp The link didnt go to app instead asked me to buy movies :-) I am looking for those on Amazon prime. Search function said did not exist,@119627 I'm sorry the link didn't work. You can view the list of Audio Descriptions by clicking here: https://t.co/M37Heh3Uak ^AY
@AmazonHelp @AmazonHelp The link you sent me this page opens and in its settings I can't find where to change country to India. https://t.co/IXCPlZlzHs,@119629 Please connect with our support team here: https://t.co/2t6DQoUmNZ for further assistance on it. ^RW
"@AmazonHelp installed the alexa app,but it doesn't take my India address alexa weather gives me report of Seattle instead of Pune.",@119629 credentials. Click on Settings and set country to India. 2/2 ^SH
"@AmazonHelp installed the alexa app,but it doesn't take my India address alexa weather gives me report of Seattle instead of Pune.",@119629 Request you to change the country settings. Please click here:https://t.co/crghASQyRX. Login with your amazon 1/2 ^SH
@AmazonHelp No one knows what to do to get my refund back to me! https://t.co/q71Ycboikm,"@119697 I'm sorry for the trouble. Generally, the bank can issue a refund to the new active card on file. Please keep us updated. ^LR"
@AmazonHelp fuck you guys. Canceling Prime. Not gonna do business with you guys ever again.,"@119697 This isn't how we want you to feel. We'd like to help, if possible. Please let us know more about what's going. ^BH"
@AmazonHelp Did I get a call? No. Being a Prime member means paying someone to treat you like shit. Twice!,"@119698 We can't access your account via Twitter. Without providing personal info, will you please tell us what's going on? ^TN"
@AmazonHelp I think this is pretty crappy!,@119698 I'd like to have a member of my team look into this with you! Please submit your information here: https://t.co/HO8C5vgcgW ^ME
@AmazonHelp Would like to thankyou for ur efforts..amount credited back to my account today.!!,@119700 You're most welcome. Glad to know that refund has been credited. Have a great day ahead! ^AR
"@AmazonHelp Response in mail is just asking to wait n m doing that since last 1 month..it's more than 15 days on Twitter n u doing the same
No solution","@119700 Apologies. I understand waiting could be tiresome but rest assured, the concerned team is working on a resolution for you. ^MK"
@AmazonHelp No..!!,@119700 Request you to check for our response using this link: https://t.co/DTSNmGldJf ^SK
"@AmazonHelp How much more time is needed?
I think everything is online..
Is ur seller not responding? Or approval is needed from any ministry?",@119700 Did you receive our email on your revert? ^HK
"@AmazonHelp That's what m doing n u making me believe more that refund policy by Amazon in India is really poor..!
Ur seller is even not taking calls nw",@119700 We'll get back to you as soon as we have an update from our team. (2/2)^SF
"@AmazonHelp That's what m doing n u making me believe more that refund policy by Amazon in India is really poor..!
Ur seller is even not taking calls nw","@119700 As you have provided your details, we have our team working on your issue, Gautam. (1/2)^SF"
@AmazonHelp Did the same..but din't get any response..n ur chat executive says we don't have any record of u..,@119700 We are right on it! We'll get back to you soon. ^AG
"@AmazonHelp Last mail rec'd on 09.10.2017 stating refund will be in my account by 14.10.2017
Bt same not rec'd.",@119700 That's strange. Kindly write back to the email received and we'll check this out for you. ^VM
"@AmazonHelp All m getting is apologies but no refund.. everything is online, unable to understand the delay!!","@119700 You must have received a correspondence to your registered email address, request you to check the same. ^SH"
"@AmazonHelp form has been filled awaiting for a solution n refund. I have already invested my energy in explaining before, kindly treat it urgent.",@119700 Apologies for the bad experience. Thanks for sharing your details. We'll get in touch with you. Appreciate your patience. ^AK
@AmazonHelp Now with #fraud u guyz have started #lying as well not even a single call has come from your team #poorcustomerservice #fraud https://t.co/JDr9VTOeGa,@119701 Sorry about that Aadil. Please respond to this email and we'll check this for you. ^HN
@AmazonHelp Is there a human working there or robots cant u see i have replied twice guyzzz pls call on 8424869098 #poorcustomerservice #fraud #complain,@119701 Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. ^YP
@AmazonHelp Is there a human working there or robots cant u see i have replied twice guyzzz pls call on 8424869098 #poorcustomerservice #fraud #complain,@119701 with your preference and we'll get back. (2/2)^YP
@AmazonHelp Is there a human working there or robots cant u see i have replied twice guyzzz pls call on 8424869098 #poorcustomerservice #fraud #complain,"@119701 I'm afraid we haven't received your write-back to us, Aadil. Please respond to our latest correspondence (1/2)"
@AmazonHelp Amazon its a complete fraud now u are saying u will ship till 7th please for god sake #help #cancelorder #refund #fraud #poorcustomerservice https://t.co/riuEM7g6om,@119701 Could you please let us know if you had received any email stating the package was  going to be shipped by 7th ? ^KS
@AmazonHelp Amazon its a complete fraud now u are saying u will ship till 7th please for god sake #help #cancelorder #refund #fraud #poorcustomerservice https://t.co/riuEM7g6om,"@119701 That is unusual, Aadil. Looking at the image, I see that the package will be delivered between 3rd to 6th November. ^KS 1/2"
@AmazonHelp Do u hav brain the product is taking more then a week to reach me and i am #primememeber and can u read i need a #refund now i dnt #trust,@119701 details here: https://t.co/GIJyeYqKE0 and I'll get back to you. (3/3) ^KA
@AmazonHelp Do u hav brain the product is taking more then a week to reach me and i am #primememeber and can u read i need a #refund now i dnt #trust,@119701 account via Twitter. Please reply to the email you've received from our team or kindly resubmit your (2/3) ^KA
@AmazonHelp Do u hav brain the product is taking more then a week to reach me and i am #primememeber and can u read i need a #refund now i dnt #trust,@119701 Sorry to know about the delay with the order. I understand you wish to cancel the order. We can't gain access to your (1/3) ^KA
@AmazonHelp This says will be reaching please can some one really #help me I promise wont make any further purchase with #Amazon #help #shameful https://t.co/yuU8kSbKOs,"@119701 Aadil, please reply to the email you've received from our team so that we can assist you accordingly. ^MS"
@AmazonHelp Guyzzz i have not received any mail have some common sense if i would i have received it why the f*** i would hav not replied #CommonSense,"@119701 In that case, please fill in the form again here: https://t.co/GIJyeYqKE0 and we'll reach out to you. ^VN"
